시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경상남도 사천시 정동면 고읍리,600-1,600,1,사천한보훼미리타운,59.66,202111,1,"7,000",2,1995,사천강1길 11,,직거래,-
경상남도 사천시 정동면 고읍리,600-1,600,1,사천한보훼미리타운,84.984,202111,2,"13,900",5,1995,사천강1길 11,,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,600-1,600,1,사천한보훼미리타운,59.66,202111,13,"8,500",7,1995,사천강1길 11,,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,600-1,600,1,사천한보훼미리타운,84.984,202111,27,"12,000",11,1995,사천강1길 11,,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,600-1,600,1,사천한보훼미리타운,84.984,202111,30,"12,300",4,1995,사천강1길 11,,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,447-1,447,1,삼전맨션,77.64,202111,27,"5,000",6,1991,정동중앙로 9,,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,471-5,471,5,유정맨션1차,56.94,202111,7,"3,650",5,1989,동계길 15-6,20211217,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,466-5,466,5,유정맨션2차,59.58,202111,1,"4,800",5,1994,동계길 15-12,,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,466-5,466,5,유정맨션2차,59.58,202111,5,"4,400",4,1994,동계길 15-12,,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,466-5,466,5,유정맨션2차,59.58,202111,15,"4,400",4,1994,동계길 15-12,,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,546-1,546,1,청구,84.96,202111,17,"14,000",7,2000,읍동길 27,,직거래,-
경상남도 사천시 정동면 고읍리,546-1,546,1,청구,60,202111,26,"11,000",4,2000,읍동길 27,,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,546-1,546,1,청구,84.96,202111,26,"16,200",5,2000,읍동길 27,,중개거래,경남 사천시
경상남도 사천시 정동면 고읍리,548-15,548,15,한보빌라맨션1차,65.67,202111,3,"5,400",3,1989,진삼로 1396-14,,중개거래,경남 사천시
경상남도 사천시 정동면 예수리,847,847,0,사천 KCC 스위첸,59.9544,202111,4,"19,700",11,2020,반룡1로 52,,중개거래,"경남 사천시, 경남 진주시"
경상남도 사천시 정동면 예수리,847,847,0,사천 KCC 스위첸,74.9812,202111,5,"24,400",7,2020,반룡1로 52,,직거래,-
경상남도 사천시 정동면 예수리,847,847,0,사천 KCC 스위첸,59.9544,202111,11,"17,600",1,2020,반룡1로 52,,중개거래,경남 사천시
경상남도 사천시 정동면 예수리,847,847,0,사천 KCC 스위첸,59.9544,202111,13,"18,500",7,2020,반룡1로 52,,중개거래,경남 사천시
경상남도 사천시 정동면 예수리,847,847,0,사천 KCC 스위첸,74.9818,202111,20,"24,500",16,2020,반룡1로 52,,중개거래,경남 사천시
경상남도 사천시 정동면 예수리,847,847,0,사천 KCC 스위첸,74.9818,202111,30,"24,600",3,2020,반룡1로 52,,중개거래,경남 사천시
경상남도 사천시 정동면 풍정리,388-1,388,1,삼성,59.886,202111,18,"6,000",1,1994,옥산로 328,,중개거래,"경남 사천시, 경남 진주시"
경상남도 사천시 정동면 풍정리,520,520,0,송보파인빌,59.8956,202111,4,"6,300",13,2001,여옥길 36,,중개거래,경남 사천시
경상남도 사천시 정동면 풍정리,520,520,0,송보파인빌,59.8956,202111,4,"5,600",5,2001,여옥길 36,,중개거래,경남 사천시
경상남도 사천시 정동면 풍정리,520,520,0,송보파인빌,59.8956,202111,8,"5,300",15,2001,여옥길 36,,중개거래,경남 사천시
경상남도 사천시 정동면 풍정리,520,520,0,송보파인빌,49.8006,202111,11,"3,950",2,2001,여옥길 36,,중개거래,경남 사천시
경상남도 사천시 정동면 풍정리,520,520,0,송보파인빌,59.8956,202111,17,"5,450",2,2001,여옥길 36,,중개거래,경남 사천시
경상남도 사천시 정동면 풍정리,520,520,0,송보파인빌,59.8956,202111,19,"6,500",10,2001,여옥길 36,,중개거래,경남 사천시
경상남도 사천시 정동면 풍정리,520,520,0,송보파인빌,59.8956,202111,20,"6,000",6,2001,여옥길 36,,중개거래,경남 사천시
경상남도 사천시 정동면 풍정리,520,520,0,송보파인빌,59.8956,202111,22,"6,000",3,2001,여옥길 36,,중개거래,경남 사천시
경상남도 사천시 정동면 풍정리,520,520,0,송보파인빌,59.8956,202111,22,"6,200",11,2001,여옥길 36,,중개거래,경남 사천시
경상남도 사천시 죽림동,900-4,900,4,사천죽림아리안1차,76.995,202111,10,"11,700",4,2009,죽계1길 6,,중개거래,경남 사천시
경상남도 사천시 죽림동,918-1,918,1,사천죽림아리안2차,84.9826,202111,20,"15,900",14,2009,죽계1길 6,,중개거래,경남 사천시
경상남도 사천시 죽림동,576,576,0,신우심포니타운,59.3016,202111,20,"7,500",14,2000,임내길 30,,중개거래,경남 사천시
경상남도 사천시 죽림동,576,576,0,신우심포니타운,84.3692,202111,21,"13,300",12,2000,임내길 30,,직거래,-
경상남도 사천시 향촌동,919-24,919,24,가양라끄빌2차,84.9417,202111,23,"18,000",6,2009,숲뫼길 100-16,,중개거래,경남 사천시
경상남도 사천시 향촌동,922-3,922,3,대도,55.41,202111,2,"2,950",1,1988,숲뫼1길 55,,직거래,-
경상남도 사천시 향촌동,943-10,943,10,월아푸른솔,69.7754,202111,19,"13,000",7,2007,숲뫼길 52-13,,직거래,-
경상남도 사천시 향촌동,925-1,925,1,유진그린빌,84.9073,202111,3,"14,000",2,2007,숲뫼1길 83,,직거래,-
경상남도 산청군 산청읍 지리,316,316,0,삼영그린파크,84.96,202111,18,"9,800",2,1991,산엔청로 48,,직거래,-
경상남도 산청군 산청읍 지리,316,316,0,삼영그린파크,78.99,202111,30,"8,800",2,1991,산엔청로 48,,직거래,-
경상남도 산청군 신안면 하정리,738-14,738,14,양지리버빌,59.5074,202111,4,"14,500",6,2003,원지로4번길 18-3,,중개거래,경남 산청군
경상남도 산청군 신안면 하정리,738-14,738,14,양지리버빌,59.5074,202111,12,"10,000",13,2003,원지로4번길 18-3,20211118,직거래,-
경상남도 산청군 신안면 하정리,738-14,738,14,양지리버빌,59.5074,202111,18,"10,000",13,2003,원지로4번길 18-3,,직거래,-
경상남도 양산시 교동,1022,1022,0,양산교동월드메르디앙1단지,59.1004,202111,20,"18,500",11,2019,교동1길 65,,중개거래,경남 양산시
경상남도 양산시 교동,605,605,0,일동미라주,84.88,202111,20,"22,000",17,2008,회현1길 48,,중개거래,경남 양산시
경상남도 양산시 남부동,553-1,553,1,e-편한세상,83.18,202111,3,"34,500",2,2006,양주로 33,,중개거래,경남 양산시
경상남도 양산시 남부동,553-1,553,1,e-편한세상,65.56,202111,16,"31,650",16,2006,양주로 33,,중개거래,경남 양산시
경상남도 양산시 남부동,553-1,553,1,e-편한세상,83.18,202111,24,"32,000",10,2006,양주로 33,,중개거래,경남 양산시
경상남도 양산시 남부동,608-4,608,4,동원로얄듀크,59.9648,202111,23,"21,500",1,2005,양주로 32,,중개거래,경남 양산시
경상남도 양산시 남부동,608-4,608,4,동원로얄듀크,84.9813,202111,23,"30,750",13,2005,양주로 32,,중개거래,경남 양산시
경상남도 양산시 남부동,608-4,608,4,동원로얄듀크,59.9648,202111,29,"25,000",7,2005,양주로 32,,중개거래,경남 양산시
경상남도 양산시 남부동,608-1,608,1,상록경남아너스빌,84.88,202111,20,"32,250",15,2005,양주로 16,,중개거래,경남 양산시
경상남도 양산시 남부동,608-1,608,1,상록경남아너스빌,84.88,202111,22,"31,400",7,2005,양주로 16,,중개거래,경남 양산시
경상남도 양산시 남부동,601-1,601,1,신도시쌍용,84.982,202111,25,"36,000",3,2004,양주로 97,,중개거래,경남 양산시
경상남도 양산시 남부동,565-1,565,1,양산신도시 벽산블루밍,51.49,202111,1,"16,500",7,2003,양주로 39,20211119,직거래,-
경상남도 양산시 남부동,565-1,565,1,양산신도시 벽산블루밍,59.79,202111,6,"23,000",13,2003,양주로 39,,중개거래,경남 양산시
경상남도 양산시 남부동,565-1,565,1,양산신도시 벽산블루밍,59.92,202111,29,"23,500",13,2003,양주로 39,,중개거래,경남 양산시
경상남도 양산시 남부동,602-1,602,1,현대롯데청어람,59.773,202111,2,"27,400",14,2005,양주로 94,,중개거래,경남 양산시
경상남도 양산시 남부동,602-1,602,1,현대롯데청어람,59.773,202111,7,"27,100",10,2005,양주로 94,,중개거래,경남 양산시
경상남도 양산시 남부동,602-1,602,1,현대롯데청어람,59.773,202111,20,"24,100",8,2005,양주로 94,,중개거래,경남 양산시
경상남도 양산시 남부동,602-1,602,1,현대롯데청어람,59.773,202111,25,"22,300",4,2005,양주로 94,,중개거래,경남 양산시
경상남도 양산시 남부동,602-1,602,1,현대롯데청어람,84.843,202111,27,"31,200",4,2005,양주로 94,,중개거래,경남 양산시
경상남도 양산시 덕계동,1577,1577,0,경동스마트홈,59.881,202111,6,"17,000",7,2014,신덕계로 34,,중개거래,경남 양산시
경상남도 양산시 덕계동,362,362,0,대승하이아트1,58.73,202111,10,"8,000",14,1993,웅상대로 866,,중개거래,경남 양산시
경상남도 양산시 덕계동,362,362,0,대승하이아트1,59.765,202111,19,"8,300",4,1993,웅상대로 866,,중개거래,경남 양산시
경상남도 양산시 덕계동,362,362,0,대승하이아트1,59.765,202111,24,"7,500",24,1993,웅상대로 866,,중개거래,경남 양산시
경상남도 양산시 덕계동,362,362,0,대승하이아트1,59.765,202111,27,"6,000",10,1993,웅상대로 866,,중개거래,경남 양산시
경상남도 양산시 덕계동,811-45,811,45,대승하이아트2,59.89,202111,2,"7,900",6,1994,덕계북길 9,,중개거래,경남 양산시
경상남도 양산시 덕계동,724-1,724,1,덕계대일아이브1차,51.884,202111,2,"12,500",9,2019,덕계12길 10,,중개거래,경남 양산시
경상남도 양산시 덕계동,724-1,724,1,덕계대일아이브1차,51.884,202111,5,"9,980",3,2019,덕계12길 10,,직거래,-
경상남도 양산시 덕계동,724-1,724,1,덕계대일아이브1차,68.5526,202111,8,"14,380",7,2019,덕계12길 10,,직거래,-
경상남도 양산시 덕계동,1580,1580,0,동양산 우성스마트시티 뷰,84.8245,202111,6,"44,700",5,2019,덕계회야길 16,,중개거래,경남 양산시
경상남도 양산시 덕계동,1103,1103,0,동일스위트2,84.994,202111,9,"24,000",3,2003,덕계5길 14,,중개거래,경남 양산시
경상남도 양산시 덕계동,1103,1103,0,동일스위트2,84.994,202111,17,"22,150",8,2003,덕계5길 14,,중개거래,경남 양산시
경상남도 양산시 덕계동,1103,1103,0,동일스위트2,59.983,202111,26,"17,600",25,2003,덕계5길 14,,중개거래,경남 양산시
경상남도 양산시 덕계동,881,881,0,부영벽산,74.01,202111,3,"16,400",23,1999,덕계11길 12,,중개거래,경남 양산시
경상남도 양산시 덕계동,881,881,0,부영벽산,59.97,202111,7,"13,600",21,1999,덕계11길 12,,중개거래,경남 양산시
경상남도 양산시 덕계동,881,881,0,부영벽산,84.905,202111,9,"21,900",8,1999,덕계11길 12,,중개거래,경남 양산시
경상남도 양산시 덕계동,881,881,0,부영벽산,84.905,202111,16,"22,250",13,1999,덕계11길 12,,중개거래,경남 양산시
경상남도 양산시 덕계동,881,881,0,부영벽산,59.78,202111,20,"14,500",14,1999,덕계11길 12,,중개거래,경남 양산시
경상남도 양산시 덕계동,881,881,0,부영벽산,84.905,202111,23,"21,500",15,1999,덕계11길 12,,중개거래,경남 양산시
경상남도 양산시 덕계동,881,881,0,부영벽산,84.905,202111,23,"21,500",15,1999,덕계11길 12,20211213,중개거래,경남 양산시
경상남도 양산시 덕계동,1589,1589,0,양산두산위브,59.9927,202111,11,"21,700",8,2019,신덕계3길 36,,직거래,-
경상남도 양산시 동면 금산리,763,763,0,금산훼미리,58.77,202111,22,"7,150",1,1992,금산3길 7,,중개거래,경남 양산시
경상남도 양산시 동면 내송리,378,378,0,사송더샵데시앙4단지,74.9954,202111,6,"40,551",1,2021,내송큰들로 141,20211203,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1448-2,1448,2,e편한세상남양산,59.576,202111,1,"28,100",7,2013,금오16길 65,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1448-2,1448,2,e편한세상남양산,59.576,202111,1,"28,000",16,2013,금오16길 65,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1448-2,1448,2,e편한세상남양산,84.694,202111,3,"35,800",5,2013,금오16길 65,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1448-2,1448,2,e편한세상남양산,59.576,202111,9,"25,700",21,2013,금오16길 65,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1450-1,1450,1,e편한세상남양산2차,84.831,202111,18,"36,600",14,2013,금오13길 71,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,300,300,0,극동,59.79,202111,4,"9,800",5,1995,계석로 10,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,300,300,0,극동,59.79,202111,6,"9,350",22,1995,계석로 10,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,300,300,0,극동,59.79,202111,6,"9,300",4,1995,계석로 10,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,300,300,0,극동,59.79,202111,11,"9,500",23,1995,계석로 10,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,300,300,0,극동,59.79,202111,11,"9,500",23,1995,계석로 10,20211122,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1450-4,1450,4,남양산금호어울림,74.9409,202111,27,"35,000",22,2018,금오15길 10,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1447-4,1447,4,남양산역반도유보라아이비파크5,74.5066,202111,1,"37,000",17,2016,금오16길 122,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1447-4,1447,4,남양산역반도유보라아이비파크5,93.874,202111,7,"47,000",24,2016,금오16길 122,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1447-4,1447,4,남양산역반도유보라아이비파크5,93.874,202111,10,"42,000",2,2016,금오16길 122,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1447-4,1447,4,남양산역반도유보라아이비파크5,74.5724,202111,16,"35,500",9,2016,금오16길 122,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1447-4,1447,4,남양산역반도유보라아이비파크5,59.9466,202111,20,"32,200",21,2016,금오16길 122,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1448-5,1448,5,남양산역반도유보라아이비파크6,87.768,202111,18,"44,950",25,2017,금오13길 38,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1448-5,1448,5,남양산역반도유보라아이비파크6,80.2942,202111,19,"41,500",12,2017,금오13길 38,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1448-5,1448,5,남양산역반도유보라아이비파크6,59.9966,202111,20,"30,300",5,2017,금오13길 38,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,337-2,337,2,대정그린파크1,61.92,202111,19,"4,800",5,1990,계석3길 29,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,145,145,0,대정그린파크2,104.44,202111,11,"9,600",4,1991,계석3길 15,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,145,145,0,대정그린파크2,80.27,202111,19,"7,400",4,1991,계석3길 15,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,145,145,0,대정그린파크2,80.27,202111,29,"5,900",6,1991,계석3길 15,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,518,518,0,석산한신휴플러스,84.952,202111,24,"24,200",18,2006,석산1길 10,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1451-3,1451,3,양산신도시2차동원로얄듀크,59.9814,202111,9,"27,200",14,2013,금오15길 9,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1451-3,1451,3,양산신도시2차동원로얄듀크,59.9702,202111,13,"25,000",10,2013,금오15길 9,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1451-3,1451,3,양산신도시2차동원로얄듀크,59.9702,202111,14,"27,200",18,2013,금오15길 9,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1451-3,1451,3,양산신도시2차동원로얄듀크,84.9891,202111,18,"32,000",1,2013,금오15길 9,,중개거래,부산 연제구
경상남도 양산시 동면 석산리,1447-1,1447,1,양산이지더원리버포레,72.548,202111,1,"34,300",8,2017,금오16길 100,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1447-1,1447,1,양산이지더원리버포레,65.321,202111,6,"33,800",19,2017,금오16길 100,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1447-1,1447,1,양산이지더원리버포레,72.548,202111,19,"33,700",20,2017,금오16길 100,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1447-1,1447,1,양산이지더원리버포레,72.548,202111,22,"36,300",8,2017,금오16길 100,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1447-1,1447,1,양산이지더원리버포레,78.299,202111,28,"40,300",14,2017,금오16길 100,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,1451-1,1451,1,양우내안애6차에코뷰아파트,59.7659,202111,24,"28,000",8,2017,금오15길 29,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,699-3,699,3,해강,46.32,202111,3,"7,500",3,1992,석산6길 28,,직거래,-
경상남도 양산시 동면 석산리,699-3,699,3,해강,59.37,202111,16,"11,500",7,1992,석산6길 28,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,699-3,699,3,해강,59.37,202111,21,"10,500",5,1992,석산5길 5,,중개거래,경남 양산시
경상남도 양산시 동면 석산리,699-3,699,3,해강,46.32,202111,30,"8,400",11,1992,석산6길 28,,중개거래,경남 양산시
경상남도 양산시 명동,708-5,708,5,대동빌라1차,75.75,202111,3,"3,600",3,1991,외홈3길 7,,직거래,-
경상남도 양산시 명동,1079-3,1079,3,명동삼한사랑채아파트,84.8985,202111,13,"31,100",22,2015,대운로 145,,중개거래,경남 양산시
경상남도 양산시 명동,1079-3,1079,3,명동삼한사랑채아파트,84.861,202111,13,"28,500",6,2015,대운로 145,,중개거래,경남 양산시
경상남도 양산시 명동,1079-3,1079,3,명동삼한사랑채아파트,59.988,202111,17,"21,500",21,2015,대운로 145,,중개거래,경남 양산시
경상남도 양산시 명동,1079-3,1079,3,명동삼한사랑채아파트,59.988,202111,17,"19,000",5,2015,대운로 145,,직거래,-
경상남도 양산시 명동,1079-3,1079,3,명동삼한사랑채아파트,59.988,202111,18,"21,200",21,2015,대운로 145,,중개거래,경남 양산시
경상남도 양산시 명동,994,994,0,석호가람휘,84.763,202111,25,"21,900",9,2005,덕명로 320,,중개거래,경남 양산시
경상남도 양산시 명동,1080-7,1080,7,화성파크드림,84.8492,202111,13,"23,400",13,2008,대운5길 7,,중개거래,경남 양산시
경상남도 양산시 명동,1080-7,1080,7,화성파크드림,84.8492,202111,30,"23,000",10,2008,대운5길 7,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,553-2,553,2,문화아트빌,84.6,202111,26,"15,000",6,2004,가촌서7길 7,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,713-2,713,2,신정언더우드빌라,96.97,202111,13,"13,300",3,1992,가촌서7길 51,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1273-1,1273,1,양산대방노블랜드7차메가시티,59.9914,202111,1,"37,500",12,2017,새실로 11,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1273-1,1273,1,양산대방노블랜드7차메가시티,59.7512,202111,3,"32,000",2,2017,새실로 11,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1273-1,1273,1,양산대방노블랜드7차메가시티,59.9914,202111,6,"37,500",25,2017,새실로 11,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1273-1,1273,1,양산대방노블랜드7차메가시티,84.9615,202111,10,"54,700",3,2017,새실로 11,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1273-1,1273,1,양산대방노블랜드7차메가시티,59.9914,202111,11,"33,800",2,2017,새실로 11,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1273-1,1273,1,양산대방노블랜드7차메가시티,59.7512,202111,16,"35,500",18,2017,새실로 11,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1273-1,1273,1,양산대방노블랜드7차메가시티,59.9914,202111,17,"32,000",6,2017,새실로 11,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1273-1,1273,1,양산대방노블랜드7차메가시티,84.9615,202111,23,"59,950",15,2017,새실로 11,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1304-1,1304,1,양산대방노블랜드8차로얄카운티,84.9888,202111,6,"63,500",24,2018,야리로 50,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1304-1,1304,1,양산대방노블랜드8차로얄카운티,84.9888,202111,12,"57,500",17,2018,야리로 50,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1303-1,1303,1,양산대방노블랜드연리지(2차),84.9956,202111,6,"52,500",7,2015,야리로 76,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1303-1,1303,1,양산대방노블랜드연리지(2차),59.9857,202111,13,"34,000",4,2015,야리로 76,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1303-1,1303,1,양산대방노블랜드연리지(2차),59.994,202111,13,"37,200",22,2015,야리로 76,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1302-1,1302,1,양산대방노블랜드연리지(3차),84.9818,202111,13,"52,300",6,2015,야리로 90,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1302-1,1302,1,양산대방노블랜드연리지(3차),84.9956,202111,17,"52,000",15,2015,야리로 90,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1302-1,1302,1,양산대방노블랜드연리지(3차),59.994,202111,22,"33,800",2,2015,야리로 90,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1302-1,1302,1,양산대방노블랜드연리지(3차),59.9857,202111,27,"38,800",11,2015,야리로 90,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1277-2,1277,2,양산물금대방노블랜드5차에듀카운티,59.9423,202111,21,"34,200",28,2016,새실로 115,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1277-2,1277,2,양산물금대방노블랜드5차에듀카운티,59.9423,202111,25,"49,000",33,2016,새실로 115,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1278-2,1278,2,양산물금대방노블랜드6차더클래스,117.7501,202111,27,"76,000",29,2016,새실로 116,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,720,720,0,양산물금동일스위트,59.9991,202111,4,"19,000",2,2013,가촌서로 93,,직거래,-
경상남도 양산시 물금읍 가촌리,720,720,0,양산물금동일스위트,59.9991,202111,6,"21,300",5,2013,가촌서로 93,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,720,720,0,양산물금동일스위트,84.9894,202111,11,"27,100",8,2013,가촌서로 93,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,720,720,0,양산물금동일스위트,75.5426,202111,12,"22,500",16,2013,가촌서로 93,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,720,720,0,양산물금동일스위트,84.9894,202111,13,"28,000",5,2013,가촌서로 93,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,720,720,0,양산물금동일스위트,84.9286,202111,17,"30,000",10,2013,가촌서로 93,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,720,720,0,양산물금동일스위트,84.9286,202111,20,"28,000",14,2013,가촌서로 93,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,720,720,0,양산물금동일스위트,84.9894,202111,29,"27,900",4,2013,가촌서로 93,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1285,1285,0,양산신도시4차동원로얄듀크비스타,84.9794,202111,4,"52,000",25,2017,백호로 155,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1285,1285,0,양산신도시4차동원로얄듀크비스타,84.982,202111,9,"50,000",9,2017,백호로 155,,직거래,-
경상남도 양산시 물금읍 가촌리,1285,1285,0,양산신도시4차동원로얄듀크비스타,84.982,202111,29,"52,900",26,2017,백호로 155,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1285,1285,0,양산신도시4차동원로얄듀크비스타,84.9794,202111,30,"53,800",16,2017,백호로 155,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1290-3,1290,3,양산신도시삼정그린코아더시티,30.5163,202111,1,"12,500",9,2018,메기로 199,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1290-3,1290,3,양산신도시삼정그린코아더시티,18.6441,202111,17,"8,000",13,2018,메기로 199,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1276-1,1276,1,양산신도시한양수자인더퍼스트,74.22,202111,6,"35,000",17,2018,물금로 76,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1276-1,1276,1,양산신도시한양수자인더퍼스트,84.05,202111,7,"38,200",2,2018,물금로 76,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1276-1,1276,1,양산신도시한양수자인더퍼스트,84.05,202111,13,"41,800",5,2018,물금로 76,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1276-1,1276,1,양산신도시한양수자인더퍼스트,84.3,202111,28,"40,200",15,2018,물금로 76,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1290-2,1290,2,양산유림노르웨이아침,78.7575,202111,12,"35,000",17,2018,메기로 203,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1290-2,1290,2,양산유림노르웨이아침,100.1642,202111,18,"42,000",17,2018,메기로 203,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1323,1323,0,양산코오롱하늘채,84.8419,202111,2,"37,000",4,2020,가촌서로 45,,직거래,-
경상남도 양산시 물금읍 가촌리,1323,1323,0,양산코오롱하늘채,70.0348,202111,9,"30,000",20,2020,가촌서로 45,,직거래,-
경상남도 양산시 물금읍 가촌리,1323,1323,0,양산코오롱하늘채,59.836,202111,10,"24,800",1,2020,가촌서로 45,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1323,1323,0,양산코오롱하늘채,59.8016,202111,12,"27,000",10,2020,가촌서로 45,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1323,1323,0,양산코오롱하늘채,59.836,202111,18,"24,700",1,2020,가촌서로 45,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1323,1323,0,양산코오롱하늘채,59.8016,202111,20,"27,000",8,2020,가촌서로 45,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1323,1323,0,양산코오롱하늘채,59.8016,202111,25,"28,400",22,2020,가촌서로 45,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1271-3,1271,3,양우내안애1차,59.9674,202111,1,"31,500",14,2014,야리로 30,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1271-3,1271,3,양우내안애1차,59.9674,202111,10,"31,250",5,2014,야리로 30,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1271-3,1271,3,양우내안애1차,59.9781,202111,19,"30,800",15,2014,야리로 30,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1271-3,1271,3,양우내안애1차,59.9674,202111,26,"33,100",21,2014,야리로 30,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1271-1,1271,1,양우내안애2차아파트,84.6701,202111,3,"49,000",17,2016,물금로 160,,중개거래,경남 양산시
경상남도 양산시 물금읍 가촌리,1271-1,1271,1,양우내안애2차아파트,84.8594,202111,4,"45,050",25,2016,물금로 160,,중개거래,경남 양산시
