시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 강릉시 견소동,202,202,0,송정한신,43.38,202111,23,"13,000",3,1997,경강로2539번길 8,,중개거래,강원 강릉시
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202111,5,"34,000",9,2005,경강로2539번길 22,,중개거래,강원 강릉시
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202111,9,"34,500",9,2005,경강로2539번길 22,,중개거래,강원 강릉시
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202111,11,"38,000",9,2005,경강로2539번길 22,,중개거래,강원 강릉시
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202111,30,"25,000",11,2005,경강로2539번길 22,,중개거래,강원 강릉시
강원도 강릉시 교동,1983,1983,0,강릉교동롯데캐슬2단지,135.1008,202111,18,"55,700",5,2009,화부산로111번길 24,,직거래,-
강원도 강릉시 교동,1984,1984,0,강릉교동풍림아이원아파트,84.9964,202111,1,"40,500",16,2017,화부산로40번길 29,,중개거래,강원 강릉시
강원도 강릉시 교동,1984,1984,0,강릉교동풍림아이원아파트,84.9964,202111,5,"39,500",2,2017,화부산로40번길 29,,중개거래,강원 강릉시
강원도 강릉시 교동,1984,1984,0,강릉교동풍림아이원아파트,66.0388,202111,25,"32,000",6,2017,화부산로40번길 29,,직거래,-
강원도 강릉시 교동,797-1,797,1,강원,59.49,202111,16,"9,800",3,1985,화부산로131번길 6,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202111,2,"23,400",14,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202111,5,"25,000",14,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202111,11,"22,500",1,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202111,13,"23,000",9,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202111,13,"34,950",12,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202111,19,"20,500",1,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202111,22,"21,000",1,1999,가작로 78,,중개거래,강원 강릉시
강원도 강릉시 교동,1767,1767,0,교동2현대,99.88,202111,6,"43,800",4,1999,교동광장로 138-15,,중개거래,강원 강릉시
강원도 강릉시 교동,1767,1767,0,교동2현대,84.97,202111,7,"34,500",4,1999,교동광장로 138-15,,중개거래,강원 강릉시
강원도 강릉시 교동,1766,1766,0,교동3주공,59.74,202111,6,"26,400",5,2002,교동광장로 138-12,,중개거래,강원 강릉시
강원도 강릉시 교동,1766,1766,0,교동3주공,59.74,202111,13,"29,000",7,2002,교동광장로 138-12,,중개거래,강원 강릉시
강원도 강릉시 교동,1766,1766,0,교동3주공,59.84,202111,15,"28,500",8,2002,교동광장로 138-12,,중개거래,강원 강릉시
강원도 강릉시 교동,357,357,0,교동이-편한세상,84.7155,202111,4,"39,500",15,2006,종합운동장길 92,,중개거래,강원 강릉시
강원도 강릉시 교동,318-4,318,4,매화임대,48.6,202111,14,"10,000",2,1987,율곡로2968번길 26,,중개거래,강원 강릉시
강원도 강릉시 교동,318-4,318,4,매화임대,48.6,202111,24,"10,900",4,1987,율곡로2968번길 26,,중개거래,강원 강릉시
강원도 강릉시 교동,1773,1773,0,부영1,49.92,202111,15,"17,800",15,1999,정원로 53-4,,중개거래,강원 강릉시
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202111,20,"27,800",2,2001,하슬라로 124,,중개거래,강원 강릉시
강원도 강릉시 교동,1775,1775,0,부영6,84.9763,202111,5,"34,600",15,2003,정원로 53-9,,중개거래,강원 강릉시
강원도 강릉시 교동,1775,1775,0,부영6,59.987,202111,5,"23,000",15,2003,정원로 53-9,,중개거래,강원 강릉시
강원도 강릉시 교동,1775,1775,0,부영6,84.9763,202111,6,"33,500",3,2003,정원로 53-9,,중개거래,강원 강릉시
강원도 강릉시 교동,780,780,0,제일,80.95,202111,11,"8,250",1,1981,화부산로117번길 7,,중개거래,강원 강릉시
강원도 강릉시 금학동,07월 05일,7,5,금학상가,84.68,202111,19,"18,500",10,1992,금성로 20,,중개거래,강원 강릉시
강원도 강릉시 내곡동,616,616,0,강부2,41.18,202111,9,"6,000",4,1988,관대길 63,,중개거래,강원 강릉시
강원도 강릉시 내곡동,616,616,0,강부2,41.18,202111,9,"6,000",4,1988,관대길 63,20211210,중개거래,강원 강릉시
강원도 강릉시 내곡동,616,616,0,강부2,41.18,202111,10,"5,000",3,1988,관대길 63,,중개거래,강원 강릉시
강원도 강릉시 내곡동,616,616,0,강부2,24.795,202111,10,"4,000",3,1988,관대길 63,,중개거래,강원 강릉시
강원도 강릉시 내곡동,Jan-75,75,1,관동2,49.94,202111,29,"7,600",4,1992,남산초교길12번길 11,,중개거래,강원 강릉시
강원도 강릉시 내곡동,127,127,0,남산삼익,84.48,202111,6,"21,950",9,1993,남부로125번길 37,,중개거래,강원 강릉시
강원도 강릉시 내곡동,469,469,0,내곡동현대,84.99,202111,3,"24,600",11,1998,범일로 645,,중개거래,강원 강릉시
강원도 강릉시 내곡동,469,469,0,내곡동현대,59.84,202111,10,"18,850",15,1998,범일로 645,,중개거래,강원 강릉시
강원도 강릉시 내곡동,469,469,0,내곡동현대,59.84,202111,10,"18,850",15,1998,범일로 645,20211203,중개거래,강원 강릉시
강원도 강릉시 내곡동,623,623,0,내곡주공,39.69,202111,2,"9,500",2,1989,관대길16번길 6,,중개거래,강원 강릉시
강원도 강릉시 내곡동,623,623,0,내곡주공,39.69,202111,3,"9,000",1,1989,관대길16번길 6,,중개거래,강원 강릉시
강원도 강릉시 내곡동,623,623,0,내곡주공,46.68,202111,8,"13,000",4,1989,관대길16번길 6,,중개거래,강원 강릉시
강원도 강릉시 내곡동,623,623,0,내곡주공,39.69,202111,27,"9,800",3,1989,관대길16번길 6,,중개거래,강원 강릉시
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202111,2,"17,300",5,1997,강변로 114,,중개거래,강원 강릉시
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202111,12,"16,500",14,1997,강변로 114,,중개거래,"강원 강릉시, 서울 서초구"
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202111,12,"16,500",14,1997,강변로 114,20211202,중개거래,"강원 강릉시, 서울 서초구"
강원도 강릉시 내곡동,756,756,0,석미모닝파크,84.3,202111,15,"25,500",3,2008,남산초교길11번길 12-5,,중개거래,강원 강릉시
강원도 강릉시 내곡동,756,756,0,석미모닝파크,84.98,202111,16,"23,500",12,2008,남산초교길11번길 12-5,,중개거래,강원 강릉시
강원도 강릉시 내곡동,756,756,0,석미모닝파크,84.98,202111,16,"23,500",12,2008,남산초교길11번길 12-5,20211202,중개거래,강원 강릉시
강원도 강릉시 노암동,618-1,618,1,고합,43.38,202111,25,"7,000",3,1996,남부로125번길 23,,직거래,-
강원도 강릉시 노암동,835,835,0,노암2주공,59.3,202111,29,"11,000",2,1984,노가니남길 25,,중개거래,강원 강릉시
강원도 강릉시 노암동,835,835,0,노암2주공,59.3,202111,30,"12,000",1,1984,노가니남길 25,,중개거래,강원 강릉시
강원도 강릉시 노암동,605,605,0,노암3한라,39.762,202111,2,"8,400",6,2000,남부로125번길 7,,중개거래,강원 강릉시
강원도 강릉시 노암동,605,605,0,노암3한라,74.64,202111,16,"17,600",11,2000,남부로125번길 7,,중개거래,강원 강릉시
강원도 강릉시 노암동,610,610,0,노암남산현대,59.84,202111,22,"13,500",9,1998,남부로125번길 11,,중개거래,강원 강릉시
강원도 강릉시 노암동,610,610,0,노암남산현대,59.84,202111,27,"17,600",1,1998,남부로125번길 11,,중개거래,강원 강릉시
강원도 강릉시 노암동,390,390,0,노암한라,113.758,202111,7,"16,000",1,1994,노암길42번길 28,,중개거래,강원 강릉시
강원도 강릉시 노암동,390,390,0,노암한라,84.99,202111,9,"17,000",3,1994,노암길42번길 28,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,84.954,202111,1,"19,100",5,1998,강변로 270,,직거래,-
강원도 강릉시 노암동,711,711,0,신화,84.954,202111,3,"21,950",6,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,84.954,202111,8,"25,000",10,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,84.954,202111,9,"24,500",15,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,59.944,202111,12,"17,500",2,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,84.954,202111,13,"24,000",13,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,711,711,0,신화,59.944,202111,30,"18,000",2,1998,강변로 270,,중개거래,강원 강릉시
강원도 강릉시 노암동,844,844,0,양우내안애,84.4413,202111,16,"31,300",10,2009,강변로 328-8,,중개거래,강원 강릉시
강원도 강릉시 노암동,844,844,0,양우내안애,84.4413,202111,24,"31,900",5,2009,강변로 328-8,,중개거래,강원 강릉시
강원도 강릉시 노암동,679-1,679,1,영진3,59.67,202111,19,"8,100",5,1996,임영로26번길 10,,직거래,-
강원도 강릉시 노암동,366,366,0,영진노암2차,44.575,202111,11,"6,700",4,1994,남부로163번길 20,,중개거래,강원 강릉시
강원도 강릉시 노암동,245-5,245,5,현대,84.945,202111,17,"17,500",10,1992,율곡로 2733,,중개거래,강원 강릉시
강원도 강릉시 송정동,1065,1065,0,강릉송정신원아침도시,84.9522,202111,1,"44,500",3,2020,경강로 2498,,중개거래,강원 강릉시
강원도 강릉시 송정동,1065,1065,0,강릉송정신원아침도시,75.9722,202111,29,"44,000",17,2020,경강로 2498,,중개거래,강원 강릉시
강원도 강릉시 송정동,940,940,0,삼우은성,72.86,202111,16,"16,000",2,1992,남강초교1길 55,,중개거래,강원 강릉시
강원도 강릉시 송정동,Oct-39,39,10,삼익비치맨션,84.544,202111,8,"22,500",9,1992,해안로 107,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.99,202111,4,"61,500",10,2019,경강로 2511,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202111,5,"59,800",9,2019,경강로 2511,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202111,6,"59,900",8,2019,경강로 2511,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202111,8,"60,500",17,2019,경강로 2511,,중개거래,강원 강릉시
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202111,11,"61,500",18,2019,경강로 2511,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202111,27,"4,400",4,1999,연주로 132,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202111,1,"17,500",9,2005,영진3길 43,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202111,1,"18,000",4,2005,영진3길 43,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,43.5566,202111,10,"19,100",4,2019,홍질목길 12,,직거래,-
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,29.9674,202111,20,"14,000",9,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 연곡면 영진리,381,381,0,영진코아루비치테라스,49.5082,202111,22,"18,500",5,2019,홍질목길 12,,중개거래,강원 강릉시
강원도 강릉시 옥천동,102,102,0,영진3,113.08,202111,19,"9,500",1,1992,옥천로23번길 11,,직거래,-
강원도 강릉시 유천동,781,781,0,강릉유천유승한내들더퍼스트,109.791,202111,8,"80,000",13,2021,선수촌로 79-14,,중개거래,강원 강릉시
강원도 강릉시 유천동,781,781,0,강릉유천유승한내들더퍼스트,84.2785,202111,17,"53,000",10,2021,선수촌로 79-14,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202111,4,"44,600",3,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202111,9,"56,800",10,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202111,12,"47,700",1,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202111,13,"48,500",13,2018,선수촌로 113,,중개거래,강원 강릉시
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202111,17,"42,000",8,2018,선수촌로 113,,직거래,-
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202111,8,"33,500",4,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,74.76,202111,15,"33,200",7,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202111,19,"38,300",7,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,84.93,202111,20,"37,000",12,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202111,23,"37,500",8,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202111,27,"36,500",3,2014,입암로29번길 11,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.96,202111,2,"33,600",15,2007,성덕로 328-15,20211106,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.96,202111,9,"32,300",11,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202111,9,"29,800",6,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.09,202111,10,"46,400",6,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202111,15,"32,000",7,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.96,202111,15,"32,900",2,2007,성덕로 328-15,,중개거래,강원 강릉시
강원도 강릉시 입암동,Jan-97,97,1,그린내하우스,82.53,202111,2,"22,300",7,2020,월대산로 85-1,,직거래,-
강원도 강릉시 입암동,Jan-97,97,1,그린내하우스,82.53,202111,2,"22,000",7,2020,월대산로 85-1,,직거래,-
강원도 강릉시 입암동,Jan-97,97,1,그린내하우스,82.53,202111,10,"22,200",8,2020,월대산로 85-1,,직거래,-
강원도 강릉시 입암동,Jan-97,97,1,그린내하우스,82.53,202111,10,"22,300",7,2020,월대산로 85-1,,직거래,-
강원도 강릉시 입암동,Jan-97,97,1,그린내하우스,82.53,202111,10,"22,300",8,2020,월대산로 85-1,,직거래,-
강원도 강릉시 입암동,Jan-97,97,1,그린내하우스,82.53,202111,11,"22,300",6,2020,월대산로 85-1,,직거래,-
강원도 강릉시 입암동,Jan-97,97,1,그린내하우스,82.53,202111,15,"22,300",6,2020,월대산로 85-1,,직거래,-
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,202111,4,"10,500",7,1993,강변로410번길 27,,중개거래,강원 강릉시
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,202111,12,"14,800",13,2000,강변로440번길 30,,중개거래,강원 강릉시
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,202111,22,"16,000",6,2000,강변로440번길 30,,직거래,-
강원도 강릉시 입암동,May-90,90,5,은하,39.85,202111,10,"6,300",1,2001,월대산로 47,,직거래,-
강원도 강릉시 입암동,210,210,0,이안강릉타운,122.72,202111,11,"39,400",5,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202111,19,"30,300",9,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,157.34,202111,20,"45,500",14,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202111,20,"32,500",9,2006,성덕로 316-22,,중개거래,강원 강릉시
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,202111,1,"11,900",3,1990,강변로 508,,중개거래,강원 강릉시
강원도 강릉시 입암동,49,49,0,입암2주공,39.3,202111,15,"11,300",5,1990,강변로 508,,중개거래,강원 강릉시
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,202111,30,"13,500",2,1990,강변로 508,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202111,4,"9,000",10,1996,성덕포남로 89,,직거래,-
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202111,5,"12,000",4,1996,성덕포남로 89,,직거래,-
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202111,11,"14,400",12,1996,성덕포남로 89,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,3,"8,000",9,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,5,"7,700",12,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,8,"7,500",10,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,8,"7,300",11,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,8,"7,300",14,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,8,"7,300",11,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,8,"7,400",6,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,8,"7,300",12,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,8,"7,300",7,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",4,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",5,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",4,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",15,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",13,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",6,1996,성덕포남로 89-17,20211116,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",6,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",7,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",9,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",10,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",11,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",11,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",13,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",14,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",15,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",6,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",8,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",9,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",10,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",11,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",13,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",13,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",14,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",15,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,9,"7,400",15,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202111,24,"7,500",4,1996,성덕포남로 89-17,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,4,"13,500",5,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,4,"14,000",12,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,5,"9,500",11,1998,성덕포남로 39,,직거래,-
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,5,"13,100",3,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,5,"13,800",14,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,5,"13,500",6,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202111,6,"17,500",10,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202111,8,"17,000",6,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202111,8,"16,000",7,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202111,9,"14,800",3,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,11,"12,800",9,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,13,"14,000",13,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,17,"13,800",10,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202111,20,"15,900",1,1998,성덕포남로 39,,중개거래,"강원 강릉시, 서울 강서구"
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,23,"12,200",4,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,24,"13,700",8,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,25,"13,700",11,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,25,"13,700",14,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,26,"13,900",4,1998,성덕포남로 39,,중개거래,서울 영등포구
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202111,27,"16,400",6,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202111,29,"16,700",15,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,29,"14,100",5,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202111,30,"13,500",1,1998,성덕포남로 39,,중개거래,강원 강릉시
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,78.514,202111,3,"35,500",15,2019,월대산로 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,59.986,202111,14,"29,000",14,2019,월대산로 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202111,19,"32,000",8,2019,월대산로 23,,직거래,-
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202111,20,"32,500",4,2019,월대산로 23,,중개거래,"강원 강릉시, 서울 강서구"
강원도 강릉시 입암동,712,712,0,입암동강변코아루오투리움아파트,79.191,202111,29,"31,000",14,2019,월대산로 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,445-2,445,2,태경태우광업소사원,36.69,202111,17,"3,300",3,1988,강중길46번길 23,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202111,1,"6,700",5,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,23.562,202111,2,"4,500",7,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202111,3,"4,800",12,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202111,4,"5,300",10,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202111,4,"5,300",11,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202111,6,"6,800",7,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202111,8,"5,300",6,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202111,8,"5,300",2,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202111,12,"5,800",4,1998,강변로410번길 31-5,,중개거래,강원 강릉시
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202111,15,"6,900",7,1998,강변로410번길 31-5,,중개거래,강원 강릉시
